dpid	is_food	hp_cal_dt	dpid	gender	age_range	occupation_dm	city_name	phone_model	brand	mobile_os	begin_hour	end_hour	cnt_search	ugc_reviewcnt	ugc_notecnt	ugc_checkincnt	ugc_freshcnt
1d113e1e50d54b77a258338cf2bb7612a159002660651982010	0	2021-08-29	1d113e1e50d54b77a258338cf2bb7612a159002660651982010	unknown	NULL	其他	广州	NULL	NULL	android	19:59	19:59	NULL	NULL	NULL	NULL	NULL
1d11813ebabe481ebe857d84e8acc718a154567498603390129	0	2021-08-29	1d11813ebabe481ebe857d84e8acc718a154567498603390129	male	30~35	其他	北京	NULL	NULL	ios	09:59	09:59	NULL	NULL	NULL	NULL	NULL
1d12c4a53f8d4fe88b4d835e5dc118cca158739324213099722	0	2021-08-29	1d12c4a53f8d4fe88b4d835e5dc118cca158739324213099722	female	40以上	其他	重庆	NULL	NULL	android	16:59	16:59	NULL	25	1	1	1
1d133011ade24a498e6e2a88eff0e45aa155200330330411179	1	2021-08-29	1d133011ade24a498e6e2a88eff0e45aa155200330330411179	male	30~35	白领	宁波	NULL	NULL	ios	14:59	14:59	NULL	4	1	1	1
1d137931d8a64944b1ef3986a4c10985a157349750921474722	1	2021-08-29	1d137931d8a64944b1ef3986a4c10985a157349750921474722	male	25~30	其他	北京	NULL	NULL	android	19:59	19:59	1	1	1	1	1
1d143472989548109fb80611745c69e60000000000017376891	0	2021-08-29	1d143472989548109fb80611745c69e60000000000017376891	female	35~40	白领	北京	NULL	NULL	ios	16:59	16:59	1	23	7	1	1
1d160c2a7d2b43fda4341028cb34562ea160155017129537149	0	2021-08-29	1d160c2a7d2b43fda4341028cb34562ea160155017129537149	female	25~30	其他	深圳	NULL	NULL	ios	16:59	16:59	6	11	6	1	3
1d174f1cdd6c467691a1aa07ebfa3b60a158583344836466673	0	2021-08-29	1d174f1cdd6c467691a1aa07ebfa3b60a158583344836466673	male	20~25	其他	广州	NULL	NULL	ios	19:59	19:59	NULL	7	2	1	1
1d1b06fdd148457785c68bcba49cfcd4a162283199698374109	0	2021-08-29	1d1b06fdd148457785c68bcba49cfcd4a162283199698374109	male	25~30	学生	天津	NULL	NULL	android	22:59	22:59	1	4	3	1	2
1d1b7f6f68b44f80b5b7d30930062195a157089593304913564	0	2021-08-29	1d1b7f6f68b44f80b5b7d30930062195a157089593304913564	female	25~30	白领	武汉	NULL	NULL	android	19:59	19:59	NULL	3	2	1	3
1d1b82f347a7448c865c467a0cc55bc9a159809899593331792	0	2021-08-29	1d1b82f347a7448c865c467a0cc55bc9a159809899593331792	female	20~25	其他	重庆	NULL	NULL	ios	22:59	22:59	7	30	11	1	2
1cf347b50d594214a410099f66b4c3aaa152985359860990643	0	2021-08-29	1cf347b50d594214a410099f66b4c3aaa152985359860990643	female	25~30	白领	宁德	NULL	NULL	ios	22:59	22:59	NULL	57	3	1	3
1cf43bfddca5402d80f0cadbdb1c628da163026087219505900	0	2021-08-29	1cf43bfddca5402d80f0cadbdb1c628da163026087219505900	unknown	NULL	其他	宁德	NULL	NULL	android	19:59	19:59	NULL	2	1	1	1
1cf48ae462af4421a68ade5fe438a7cea153509860778269514	0	2021-08-29	1cf48ae462af4421a68ade5fe438a7cea153509860778269514	male	40以上	白领	上海	NULL	NULL	ios	14:59	14:59	NULL	4	3	1	2
1cf49780bdc94a89bb55f77950a35a7da154945182933782594	0	2021-08-29	1cf49780bdc94a89bb55f77950a35a7da154945182933782594	male	30~35	白领	漳州	NULL	NULL	android	14:59	14:59	NULL	NULL	NULL	NULL	NULL
1cf51ec3d18a4e85ae11225cb43ce7d3a158159679751978534	0	2021-08-29	1cf51ec3d18a4e85ae11225cb43ce7d3a158159679751978534	male	20以下	其他	上海	NULL	NULL	android	12:59	12:59	4	8	2	1	2
1cf6223ba37642598bde5ab484376e6ba163000469175817930	0	2021-08-29	1cf6223ba37642598bde5ab484376e6ba163000469175817930	male	20~25	其他	蚌埠	NULL	NULL	android	19:59	19:59	NULL	4	3	1	1
1cf6734cb2264927988f4528ea7b6beea161798542359062169	0	2021-08-29	1cf6734cb2264927988f4528ea7b6beea161798542359062169	female	NULL	其他	北京	NULL	NULL	ios	01:59	01:59	24	51	16	1	5
1cf6a71a91f94dafa646b8d8635874f6a156769757118269683	0	2021-08-29	1cf6a71a91f94dafa646b8d8635874f6a156769757118269683	female	20~25	学生	忻州	NULL	NULL	android	12:59	12:59	1	18	17	1	2
1cf85b47a5d042d794ec79b66d130ad7a159899627460576891	1	2021-08-29	1cf85b47a5d042d794ec79b66d130ad7a159899627460576891	female	30~35	其他	西安	NULL	NULL	android	09:59	09:59	NULL	4	2	1	2
1cfa16e88f64432e97a7bc792d559994a158879351503693317	0	2021-08-29	1cfa16e88f64432e97a7bc792d559994a158879351503693317	female	40以上	白领	福州	NULL	NULL	ios	19:59	19:59	NULL	6	4	1	1
1cfa2a2c530949af8c4e2e4351eab692a160401574250835683	0	2021-08-29	1cfa2a2c530949af8c4e2e4351eab692a160401574250835683	female	25~30	白领	深圳	NULL	NULL	android	12:59	12:59	1	1	1	1	1
1cfa2c4ed3f947e9bcd1ca77c2623e14a157281315512509466	0	2021-08-29	1cfa2c4ed3f947e9bcd1ca77c2623e14a157281315512509466	male	25~30	白领	重庆	NULL	NULL	android	22:59	22:59	NULL	NULL	NULL	NULL	NULL
1cfaed55ea2b4da580dff3ef69272baaa154747805354980702	0	2021-08-29	1cfaed55ea2b4da580dff3ef69272baaa154747805354980702	female	20~25	其他	大连	NULL	NULL	ios	12:59	12:59	2	57	8	1	1
1cfb2de0dfd74dab88f8409ae8e3e829a161045693946088940	0	2021-08-29	1cfb2de0dfd74dab88f8409ae8e3e829a161045693946088940	female	25~30	其他	郑州	NULL	NULL	ios	19:59	19:59	1	1	1	1	1
1cfe98b928c54dfd9d3831572561a5f5a156087906424331861	0	2021-08-29	1cfe98b928c54dfd9d3831572561a5f5a156087906424331861	female	30~35	白领	上海	NULL	NULL	android	22:59	22:59	NULL	2	1	1	2
1cff50eb952748f09e8f875360583ff9a160181623879868821	0	2021-08-29	1cff50eb952748f09e8f875360583ff9a160181623879868821	female	25~30	白领	广州	NULL	NULL	ios	19:59	19:59	NULL	12	31	1	2
1cff54881d4a4f2fb9de2bf0e2a1411ba162980250174195020	0	2021-08-29	1cff54881d4a4f2fb9de2bf0e2a1411ba162980250174195020	female	20~25	学生	西安	NULL	NULL	ios	12:59	12:59	NULL	4	1	1	1
1cff7e9082c64b2b850c5b96b1b281f6a159179268736004436	0	2021-08-29	1cff7e9082c64b2b850c5b96b1b281f6a159179268736004436	female	35~40	白领	杭州	NULL	NULL	android	19:59	19:59	NULL	17	5	1	1
1cff81fc34864bfeb1ce39fa9ac2746ca162215649076181337	0	2021-08-29	1cff81fc34864bfeb1ce39fa9ac2746ca162215649076181337	female	20~25	其他	北京	NULL	NULL	android	12:59	12:59	NULL	5	3	1	1
1cffa920a38a4dbc8ff7acb2f594af3ca161099976253061208	1	2021-08-29	1cffa920a38a4dbc8ff7acb2f594af3ca161099976253061208	female	25~30	其他	株洲	NULL	NULL	android	16:59	16:59	3	228	101	1	7
1d01c2aa3e8a4fed82b990a23fa8e12fa159052802067995524	0	2021-08-29	1d01c2aa3e8a4fed82b990a23fa8e12fa159052802067995524	male	25~30	其他	成都	NULL	NULL	android	01:59	01:59	NULL	51	39	1	1
1d023af2c9a44d268f23b5098b6ba5b6a153461880948792357	1	2021-08-29	1d023af2c9a44d268f23b5098b6ba5b6a153461880948792357	male	30~35	其他	兰州	NULL	NULL	android	14:59	14:59	NULL	5	2	1	1
1d03b9d6919f443baf4aed66b97d99cca154279959872216486	0	2021-08-29	1d03b9d6919f443baf4aed66b97d99cca154279959872216486	female	30~35	其他	北京	NULL	NULL	ios	12:59	12:59	NULL	11	2	1	3
1d04acdc15694c858976106e54dd8383a158767044202001050	0	2021-08-29	1d04acdc15694c858976106e54dd8383a158767044202001050	male	35~40	白领	上海	NULL	NULL	android	12:59	12:59	3	37	29	1	4
1d04e1fb8b54464ebc3b5d0bff2a3d98a159308410611175831	0	2021-08-29	1d04e1fb8b54464ebc3b5d0bff2a3d98a159308410611175831	male	30~35	白领	常州	NULL	NULL	ios	22:59	22:59	NULL	178	10	1	2
1d08cf895ee34dfc80e736bafec0ec7da159320514744992476	0	2021-08-29	1d08cf895ee34dfc80e736bafec0ec7da159320514744992476	female	30~35	其他	宝鸡	NULL	NULL	android	12:59	12:59	1	1	1	1	1
1d0a82f698494bdabe79981d6e447d71a160849739747200238	0	2021-08-29	1d0a82f698494bdabe79981d6e447d71a160849739747200238	female	25~30	其他	上海	NULL	NULL	ios	19:59	19:59	2	6	4	1	1
1d0b26d1b2924c6cb5bf83cf7cd09eefa162424689537159486	0	2021-08-29	1d0b26d1b2924c6cb5bf83cf7cd09eefa162424689537159486	female	35~40	白领	上海	NULL	NULL	ios	22:59	22:59	2	6	3	1	1
1d0cb14393664fb589f841101b3fe731a157510899544681653	0	2021-08-29	1d0cb14393664fb589f841101b3fe731a157510899544681653	female	30~35	白领	广州	NULL	NULL	android	09:59	09:59	NULL	4	4	1	2
1d0d1efb72284f1ab51a831b4d85edada161230263573870496	1	2021-08-29	1d0d1efb72284f1ab51a831b4d85edada161230263573870496	female	30~35	白领	成都	NULL	NULL	ios	19:59	19:59	1	4	2	1	1
1d0dce6165ad41d4b636a7dc586c39eea152287219620524327	0	2021-08-29	1d0dce6165ad41d4b636a7dc586c39eea152287219620524327	male	30~35	白领	武汉	NULL	NULL	ios	12:59	12:59	NULL	9	1	1	1
1d0fd6758dfb491a8a419b59401e5258a154640553288647702	0	2021-08-29	1d0fd6758dfb491a8a419b59401e5258a154640553288647702	female	40以上	其他	苏州	NULL	NULL	ios	12:59	12:59	NULL	68	4	1	5
1d109ac831ec41afada49b2a9a2ead67a154517707651016910	1	2021-08-29	1d109ac831ec41afada49b2a9a2ead67a154517707651016910	male	20~25	白领	上海	NULL	NULL	ios	19:59	19:59	NULL	27	12	1	1
1d13c6934bf040788ed85760d180fb7fa159691479113470574	0	2021-08-29	1d13c6934bf040788ed85760d180fb7fa159691479113470574	female	30~35	其他	武汉	NULL	NULL	android	12:59	12:59	1	11	2	1	2
1d144d966a674d29b0882b30b136f038a156107810574898683	0	2021-08-29	1d144d966a674d29b0882b30b136f038a156107810574898683	male	25~30	其他	广州	NULL	NULL	android	14:59	14:59	2	NULL	NULL	NULL	NULL
1d14d4af9eb540e1b5dd9b9693b0a6a6a156094753518893317	0	2021-08-29	1d14d4af9eb540e1b5dd9b9693b0a6a6a156094753518893317	female	20~25	其他	杭州	NULL	NULL	android	19:59	19:59	2	34	1	1	2
1d162fb52fce40d884b339294c62ece4a158820960856575040	0	2021-08-29	1d162fb52fce40d884b339294c62ece4a158820960856575040	female	25~30	其他	厦门	NULL	NULL	ios	12:59	12:59	1	70	19	1	3
1d17a7d585b04d3d9a377c7205ffc058a154466919821742298	0	2021-08-29	1d17a7d585b04d3d9a377c7205ffc058a154466919821742298	female	25~30	其他	上海	NULL	NULL	ios	12:59	12:59	1	2	1	1	1
1d19c3726b034184ab535729c2d22a8da156809412468321357	0	2021-08-29	1d19c3726b034184ab535729c2d22a8da156809412468321357	female	25~30	白领	南昌	NULL	NULL	ios	19:59	19:59	NULL	4	2	1	1
1d1a82feb47742a1816180f85e4c9efba158727026555148406	1	2021-08-29	1d1a82feb47742a1816180f85e4c9efba158727026555148406	female	30~35	其他	北京	NULL	NULL	android	12:59	12:59	NULL	12	2	1	3
1d1b2d20b18f4c85990302d3f29f3019a162110571311774871	0	2021-08-29	1d1b2d20b18f4c85990302d3f29f3019a162110571311774871	unknown	NULL	其他	北京	NULL	NULL	android	16:59	16:59	NULL	NULL	NULL	NULL	NULL
1d1bb3569fdc48828079541816649322a156445682280413387	0	2021-08-29	1d1bb3569fdc48828079541816649322a156445682280413387	male	30~35	白领	北京	NULL	NULL	android	12:59	12:59	5	6	3	1	2
1d1c7dbf1cbe433496de589e6aac4de1a161235413248145278	0	2021-08-29	1d1c7dbf1cbe433496de589e6aac4de1a161235413248145278	female	30~35	白领	广州	NULL	NULL	ios	09:59	09:59	NULL	4	2	1	1
1d1e77d1cad246f5b61cdbab21767f64a155654411023159466	0	2021-08-29	1d1e77d1cad246f5b61cdbab21767f64a155654411023159466	female	40以上	白领	北京	NULL	NULL	android	19:59	19:59	NULL	7	3	1	1
1d1e95d2a9c642cba2f9a25788f94170a154760392002239752	0	2021-08-29	1d1e95d2a9c642cba2f9a25788f94170a154760392002239752	female	30~35	其他	长沙	NULL	NULL	ios	19:59	19:59	3	5	1	1	1
1d1eb5950b424208a63947e5c160357aa163025112765672327	0	2021-08-29	1d1eb5950b424208a63947e5c160357aa163025112765672327	unknown	NULL	其他	广州	NULL	NULL	android	14:59	14:59	3	23	37	1	2
1d1eec0784ad4b4db3d32a73d7e12c77a158836143237844367	0	2021-08-29	1d1eec0784ad4b4db3d32a73d7e12c77a158836143237844367	male	35~40	其他	上海	NULL	NULL	ios	22:59	22:59	NULL	4	1	1	1
1d20afadbe2a4bf684719bb0665ee898a159628522423295821	1	2021-08-29	1d20afadbe2a4bf684719bb0665ee898a159628522423295821	female	25~30	白领	沈阳	NULL	NULL	android	19:59	19:59	NULL	1	1	1	1
1d22ebe234414ef88cce2b94bcff3a89a157073094160102564	0	2021-08-29	1d22ebe234414ef88cce2b94bcff3a89a157073094160102564	female	40以上	白领	上海	NULL	NULL	ios	01:59	01:59	1	3	1	1	1
1d2407907dfe48a0a125d83f2cffde5da159846925177433980	0	2021-08-29	1d2407907dfe48a0a125d83f2cffde5da159846925177433980	female	30~35	其他	杭州	NULL	NULL	android	12:59	12:59	1	NULL	NULL	NULL	NULL
1d242367b1de410596e860fc8dae422aa160831634553312772	0	2021-08-29	1d242367b1de410596e860fc8dae422aa160831634553312772	female	30~35	其他	石家庄	NULL	NULL	ios	19:59	19:59	1	2	1	1	1
1d2600d0ca034677999c5c8cc1645269a160330497221487109	1	2021-08-29	1d2600d0ca034677999c5c8cc1645269a160330497221487109	male	20以下	其他	东莞	NULL	NULL	ios	22:59	22:59	NULL	1	1	1	1
1d26cbcca877400395261369d9ca5cd1a159986528409531663	1	2021-08-29	1d26cbcca877400395261369d9ca5cd1a159986528409531663	female	35~40	其他	南京	NULL	NULL	android	14:59	14:59	NULL	9	6	1	1
1d287b6e84164bef874e93ddb33f44fba159045200742562732	1	2021-08-29	1d287b6e84164bef874e93ddb33f44fba159045200742562732	male	35~40	白领	北京	NULL	NULL	ios	22:59	22:59	3	30	2	1	3
1d2887ae2e7f47799f52a6039617e582a156909335364912861	0	2021-08-29	1d2887ae2e7f47799f52a6039617e582a156909335364912861	male	40以上	其他	上海	NULL	NULL	ios	12:59	12:59	4	4	3	1	2
1d29c3b8db2443a5abf4e9ec25313de6a161263345618644307	0	2021-08-29	1d29c3b8db2443a5abf4e9ec25313de6a161263345618644307	female	40以上	其他	延安	NULL	NULL	android	12:59	12:59	NULL	4	1	1	1
1d2a06ef55e34cf9945263f9fa23b88da160212142549994367	0	2021-08-29	1d2a06ef55e34cf9945263f9fa23b88da160212142549994367	female	30~35	其他	成都	NULL	NULL	android	16:59	16:59	NULL	4	1	1	1
1d2a921244e94e5f905316add6bcd445a153814607697262050	1	2021-08-29	1d2a921244e94e5f905316add6bcd445a153814607697262050	male	35~40	白领	北京	NULL	NULL	ios	12:59	12:59	NULL	1	1	1	1
1d2b8263ad1f42618484d40500f492e1a161252911580232090	0	2021-08-29	1d2b8263ad1f42618484d40500f492e1a161252911580232090	female	25~30	其他	武汉	NULL	NULL	android	16:59	16:59	NULL	3	7	1	2
1d2de5fabe6b48008eae5403c96d8068a162559089676742623	0	2021-08-29	1d2de5fabe6b48008eae5403c96d8068a162559089676742623	male	25~30	其他	上海	NULL	NULL	ios	19:59	19:59	1	8	4	1	1
1d2e8fcd1beb4659ab7d8d164760c3c7a159137800513339831	0	2021-08-29	1d2e8fcd1beb4659ab7d8d164760c3c7a159137800513339831	female	20~25	其他	成都	NULL	NULL	ios	01:59	01:59	2	1	1	1	1
1d2f3d3861ea41289c32c4743e436722a160062589858876980	1	2021-08-29	1d2f3d3861ea41289c32c4743e436722a160062589858876980	male	NULL	其他	北京	NULL	NULL	android	12:59	12:59	1	4	1	1	1
1d2fd35ec6424241b515babdc57907baa160790646766789278	0	2021-08-29	1d2fd35ec6424241b515babdc57907baa160790646766789278	male	25~30	其他	上海	NULL	NULL	ios	12:59	12:59	NULL	1	1	1	1
1d2fe08fecc14e1e9bc18082f3e7c86fa152243938094204288	1	2021-08-29	1d2fe08fecc14e1e9bc18082f3e7c86fa152243938094204288	male	30~35	白领	长春	NULL	NULL	ios	19:59	19:59	NULL	8	3	1	2
1d312804197c4dab8e6b8848fec634eda157832849299906406	0	2021-08-29	1d312804197c4dab8e6b8848fec634eda157832849299906406	female	25~30	白领	成都	NULL	NULL	android	19:59	19:59	NULL	NULL	NULL	NULL	NULL
1d32ade775cd4ba8a4359b3bc28dabe2a160088982524771238	0	2021-08-29	1d32ade775cd4ba8a4359b3bc28dabe2a160088982524771238	male	30~35	其他	深圳	NULL	NULL	android	19:59	19:59	6	55	56	1	7
1d32ffc55e9146d19deefdee6f41c8aca157051006692380258	0	2021-08-29	1d32ffc55e9146d19deefdee6f41c8aca157051006692380258	female	25~30	其他	上海	NULL	NULL	ios	06:59	06:59	2	40	30	1	1
1d33ac78c8c84021badb4d485ff10114a159814811847682821	0	2021-08-29	1d33ac78c8c84021badb4d485ff10114a159814811847682821	male	40以上	白领	广州	NULL	NULL	android	14:59	14:59	NULL	NULL	NULL	NULL	NULL
1d36f6bdcdbe41d5975578316770a704a159509087973036613	1	2021-08-29	1d36f6bdcdbe41d5975578316770a704a159509087973036613	female	25~30	白领	上海	NULL	NULL	ios	12:59	12:59	NULL	5	4	1	1
1d38ebda7903466f9e55ea8cbb95c622a156184333494488397	0	2021-08-29	1d38ebda7903466f9e55ea8cbb95c622a156184333494488397	male	25~30	白领	北京	NULL	NULL	android	12:59	12:59	1	24	19	1	1
1d3b0e96961c44428d477721ac7435b4a162741264007578673	0	2021-08-29	1d3b0e96961c44428d477721ac7435b4a162741264007578673	male	30~35	其他	北京	NULL	NULL	android	01:59	01:59	6	19	26	1	1
1d3b70cf213a48cc83a945c050211425a161333938716422752	0	2021-08-29	1d3b70cf213a48cc83a945c050211425a161333938716422752	female	20~25	其他	北京	NULL	NULL	android	14:59	14:59	NULL	NULL	NULL	NULL	NULL
1d3b8c3fe66d4f229032ffd355a642c10000000000000328040	0	2021-08-29	1d3b8c3fe66d4f229032ffd355a642c10000000000000328040	female	40以上	其他	上海	NULL	NULL	ios	19:59	19:59	2	3	2	1	1
1d3bfd3647a14d8f941fe79e5db83411a155129917103063871	1	2021-08-29	1d3bfd3647a14d8f941fe79e5db83411a155129917103063871	male	35~40	白领	呼和浩特	NULL	NULL	ios	19:59	19:59	NULL	17	1	1	3
1d3c5a9c41d1403c9a3d5f11a3c00afba156396675261315496	0	2021-08-29	1d3c5a9c41d1403c9a3d5f11a3c00afba156396675261315496	female	25~30	白领	南京	NULL	NULL	android	12:59	12:59	NULL	6	3	1	1
1d3c70eb5038474ebad225421428396ea155056336782257514	1	2021-08-29	1d3c70eb5038474ebad225421428396ea155056336782257514	male	30~35	其他	杭州	NULL	NULL	android	14:59	14:59	NULL	1	1	1	1
1d3da7800f084ccbbe7115a00a6265eba160058993071934782	1	2021-08-29	1d3da7800f084ccbbe7115a00a6265eba160058993071934782	male	35~40	白领	西安	NULL	NULL	ios	12:59	12:59	3	70	13	1	3
1d3e0c31681a4c258e62c8ed9017e3d8a158889703478196080	0	2021-08-29	1d3e0c31681a4c258e62c8ed9017e3d8a158889703478196080	male	35~40	白领	天津	NULL	NULL	android	19:59	19:59	NULL	7	1	1	1
1d3f209190bf4601aa083eb526de13b4a160355413024707841	0	2021-08-29	1d3f209190bf4601aa083eb526de13b4a160355413024707841	unknown	NULL	其他	上海	NULL	NULL	android	22:59	22:59	NULL	NULL	NULL	NULL	NULL
1d3f78c16c3249829203ed2ca97cddf1a161324128147549189	0	2021-08-29	1d3f78c16c3249829203ed2ca97cddf1a161324128147549189	female	30~35	其他	汕头	NULL	NULL	android	12:59	12:59	3	76	1	1	4
1d4060f5cfff471a8eb3ed436df6a61ea159930630693488772	0	2021-08-29	1d4060f5cfff471a8eb3ed436df6a61ea159930630693488772	female	40以上	其他	上海	NULL	NULL	android	19:59	19:59	1	15	7	1	1
1d408b2457db4723a07810f72fc519daa161757723356863574	0	2021-08-29	1d408b2457db4723a07810f72fc519daa161757723356863574	female	25~30	其他	成都	NULL	NULL	ios	16:59	16:59	NULL	24	1	1	1
1d41400bf480473bb72bb2ddefd866050000000000001797891	0	2021-08-29	1d41400bf480473bb72bb2ddefd866050000000000001797891	female	35~40	其他	杭州	NULL	NULL	android	09:59	09:59	NULL	NULL	NULL	NULL	NULL
1d41fd978b514aefbedd1a32ae7bb311a162301895767789119	0	2021-08-29	1d41fd978b514aefbedd1a32ae7bb311a162301895767789119	female	30~35	白领	上海	NULL	NULL	ios	19:59	19:59	6	7	7	1	4
1d4218d30a71492d86b35fc07766a5cca157696916038180238	0	2021-08-29	1d4218d30a71492d86b35fc07766a5cca157696916038180238	male	30~35	白领	北京	NULL	NULL	android	01:59	01:59	NULL	9	4	1	1
1d4247743f0a466e98ab242759d44e30a161133213941680070	0	2021-08-29	1d4247743f0a466e98ab242759d44e30a161133213941680070	unknown	NULL	其他	成都	NULL	NULL	android	22:59	22:59	NULL	NULL	NULL	NULL	NULL
1d44170bde0449f8a32ac2de655f3215a157318898425790040	0	2021-08-29	1d44170bde0449f8a32ac2de655f3215a157318898425790040	female	30~35	其他	上海	NULL	NULL	android	16:59	16:59	1	12	10	1	1
1d44711063454bda9cf3c94885d94b62a161684563971881169	0	2021-08-29	1d44711063454bda9cf3c94885d94b62a161684563971881169	female	30~35	白领	成都	NULL	NULL	android	19:59	19:59	1	3	1	1	1
1d468875147a4fc6890361b29611fc3da154114322852824189	1	2021-08-29	1d468875147a4fc6890361b29611fc3da154114322852824189	male	40以上	白领	南京	NULL	NULL	android	22:59	22:59	NULL	8	2	1	1
1d472a5232d94ff9b5663001e278b7f7a156989897357933891	0	2021-08-29	1d472a5232d94ff9b5663001e278b7f7a156989897357933891	female	25~30	白领	天津	NULL	NULL	ios	19:59	19:59	7	40	11	1	3
1d4734844adc4d66b859f7c7f471c486a161223324854292613	0	2021-08-29	1d4734844adc4d66b859f7c7f471c486a161223324854292613	male	NULL	其他	上海	NULL	NULL	ios	09:59	09:59	NULL	5	2	1	2
1d476e87e6ad47659b827f0f75f9c44aa155287697213628030	0	2021-08-29	1d476e87e6ad47659b827f0f75f9c44aa155287697213628030	female	30~35	其他	郑州	NULL	NULL	android	22:59	22:59	NULL	7	2	1	1
1d4780498d6547b7933c5c9a33552749a161303048174109050	0	2021-08-29	1d4780498d6547b7933c5c9a33552749a161303048174109050	male	40以上	其他	北京	NULL	NULL	android	16:59	16:59	2	4	2	1	1
1d47ce76f25b40b6a8f5661f50ee5f42a156689269369031060	0	2021-08-29	1d47ce76f25b40b6a8f5661f50ee5f42a156689269369031060	male	40以上	白领	武汉	NULL	NULL	android	09:59	09:59	NULL	3	2	1	1
1d4b01cc93654aea99e60628c084a347a160492592563187524	0	2021-08-29	1d4b01cc93654aea99e60628c084a347a160492592563187524	male	40以上	白领	青岛	NULL	NULL	android	16:59	16:59	1	1	1	1	1
1d4b4e8e765e4cd0ba2e67d3319c3836a159803463739758673	0	2021-08-29	1d4b4e8e765e4cd0ba2e67d3319c3836a159803463739758673	female	40以上	其他	北京	NULL	NULL	ios	12:59	12:59	NULL	2	2	1	1
1d4c3f605a7e4af4984c2c3ee552a8a7a154903533338293357	1	2021-08-29	1d4c3f605a7e4af4984c2c3ee552a8a7a154903533338293357	female	35~40	白领	北京	NULL	NULL	ios	12:59	12:59	4	122	57	1	8
1d4c6d184d014b0192e84af310deba68a158334663537980357	0	2021-08-29	1d4c6d184d014b0192e84af310deba68a158334663537980357	male	35~40	白领	成都	NULL	NULL	android	19:59	19:59	1	4	1	1	2
1d4d21e622314a929f8f983e287d74510000000000000437722	0	2021-08-29	1d4d21e622314a929f8f983e287d74510000000000000437722	male	30~35	白领	上海	NULL	NULL	ios	12:59	12:59	NULL	1	1	1	1
1d4d2ec809d747069b1ae1438a31616fa158455451750624288	0	2021-08-29	1d4d2ec809d747069b1ae1438a31616fa158455451750624288	female	30~35	白领	大连	NULL	NULL	android	12:59	12:59	1	NULL	NULL	NULL	NULL
1d4ea05c62804680a92081d2b12dda44a161687621722749298	0	2021-08-29	1d4ea05c62804680a92081d2b12dda44a161687621722749298	male	25~30	白领	南京	NULL	NULL	android	19:59	19:59	1	4	5	1	1
1d4f5065f5ec422198595d35e506c03ca160742747686866524	0	2021-08-29	1d4f5065f5ec422198595d35e506c03ca160742747686866524	female	35~40	其他	上海	NULL	NULL	ios	22:59	22:59	NULL	67	9	1	5
1d4f91f065f8461cb415468c4fa777faa156859133409885456	0	2021-08-29	1d4f91f065f8461cb415468c4fa777faa156859133409885456	female	20~25	白领	厦门	NULL	NULL	android	16:59	16:59	NULL	NULL	NULL	NULL	NULL
1d4fe3a196b645178ce03a9a607f5e5ea158522892590551327	0	2021-08-29	1d4fe3a196b645178ce03a9a607f5e5ea158522892590551327	female	20~25	学生	上海	NULL	NULL	ios	16:59	16:59	1	NULL	NULL	NULL	NULL
1d50b2422014490499a673c2ef2c73bba159139315672593574	0	2021-08-29	1d50b2422014490499a673c2ef2c73bba159139315672593574	male	40以上	白领	青岛	NULL	NULL	android	12:59	12:59	NULL	3	2	1	1
1d50cc6191dc4f9994fefe7c45aa0db3a153825626559740722	0	2021-08-29	1d50cc6191dc4f9994fefe7c45aa0db3a153825626559740722	female	20~25	其他	青岛	NULL	NULL	ios	19:59	19:59	NULL	4	3	1	1
1d5243a501e8403ea29c11459a244c72a162554162376259504	1	2021-08-29	1d5243a501e8403ea29c11459a244c72a162554162376259504	female	25~30	白领	苏州	NULL	NULL	android	16:59	16:59	NULL	2	2	1	1
1d534fd8d3da445581bdfcdb16df9ab0a155176856028655693	1	2021-08-29	1d534fd8d3da445581bdfcdb16df9ab0a155176856028655693	female	20~25	白领	北京	NULL	NULL	ios	22:59	22:59	2	5	11	1	2
1d5369d7c296493bbc61a638e22d2fa4a160899484134461584	0	2021-08-29	1d5369d7c296493bbc61a638e22d2fa4a160899484134461584	male	25~30	其他	长沙	NULL	NULL	ios	22:59	22:59	NULL	2	4	1	1
1d544464888b4f6a8aa0218dde2cdfb3a160729443852762871	0	2021-08-29	1d544464888b4f6a8aa0218dde2cdfb3a160729443852762871	female	25~30	白领	广州	NULL	NULL	ios	12:59	12:59	NULL	4	4	1	1
1d54cdb18fe8496b90b911ad42fe1fa1a156598110678182466	0	2021-08-29	1d54cdb18fe8496b90b911ad42fe1fa1a156598110678182466	female	40以上	白领	沈阳	NULL	NULL	ios	12:59	12:59	2	651	116	1	1
1d54fbec8ffd444c923ef966deca7abba160814199891379169	0	2021-08-29	1d54fbec8ffd444c923ef966deca7abba160814199891379169	male	25~30	白领	上海	NULL	NULL	ios	19:59	19:59	1	5	2	1	2
1d55165fe8e7497fbca5470e7c6b1a3ea157334509625523970	0	2021-08-29	1d55165fe8e7497fbca5470e7c6b1a3ea157334509625523970	female	25~30	其他	上海	NULL	NULL	android	19:59	19:59	2	1	1	1	1
1d5533e8790f407a981ff4a67a09121ea154020947266468040	1	2021-08-29	1d5533e8790f407a981ff4a67a09121ea154020947266468040	female	35~40	白领	北京	NULL	NULL	ios	12:59	12:59	1	4	2	1	2
